rowLabel	maxf0	minf0	excursion_size	meanf0	finalf0	mean_intensity	duration	max_velocity	final_velocity	maxf0_loc_ms	maxf0_loc_ratio
p2_ma_LH1	112.73299635698072	96.83082559499856	2.6324585558548144	102.89791919096523	97.14373705811045	74.3130860050776	139.69940219533328	-79.61076117468954	3.8416421755130896	7.449084825964292	0.05332223838401745
p1_ma_LH2	128.00503228573646	125.6741427341047	0.31815216389271495	126.8202085283904	127.69083096253398	77.89790267398396	29.383269096427966	57.98171047523528	57.94322722550671	0	0
p2_ma_LH2	127.10493440164875	98.71911061398245	4.37542484329193	111.2550677151396	106.80399098897645	76.79819350937565	79.38637615527	-46.202640291843075	-3.3920664480342766	0	0
p1_weekoo_LH1	162.04991141830658	153.48541210947053	0.9400402757406843	158.57319693543116	157.2848769083215	83.21094924305284	51.03409895698974	112.84381931792123	18.092870281684608	51.03409895698974	1
p2_weekoo_LH1	110.70229409440658	105.55304932382157	0.8246023465251336	108.16528746658449	109.41641375172354	74.76376948268184	79.38637615527	-123.68593104921568	17.840915396420407	79.38637615527	1
p1_weekoo_LH2	145.88413674114577	145.57484953957712	0.03674264719815579	145.70312781548608	145.57242496733042	75.53225905592973	28.867773147396747	-17.662380896637078	-17.64399559725195	28.867773147396747	1
p2_weekoo_LH2	106.8302076191997	101.85719564008504	0.8252609174351182	103.46465402675354	102.79279306812988	70.01159668154358	80.41736805338928	-105.86760800343298	35.89256807989753	80.41736805338928	1
p1_muwe_LH1	169.13380076829537	167.61602051240047	0.1560595127337887	168.5581258273855	169.03890305355966	76.58871420417172	50.00310705884203	109.95877332188245	6.824474407334891	27.054025102785317	0.5410468807658095
p2_muwe_LH1	114.00880427537504	104.83966116346383	1.4515277286979136	105.83209241175727	105.56995514819032	75.17116775926	121.14154802915778	-147.3300326371777	21.562239053197047	0	0
p1_muwe_LH2	149.76467438529428	147.5344982603474	0.2597403303901906	149.04302066790046	149.7101843821751	70.92874938013152	59.282034141943996	82.76626488051903	-6.39674157465061	31.836110388411498	0.5370279689152299
p2_muwe_LH2	115.62762050789851	96.6481328597553	3.10406754980932	101.58375329597688	97.64908751162707	69.44572912860254	180.42358217107335	-106.1767013078001	7.536584163930926	0	0
